Job title (original),Job title (short),Company,Country,State,City,Schedule type,Experience years,Seniority,Skills,Degrees,Software
Product Manager,Product Manager,Triple,Spain,Unknown,Unknown,Full-time,3-5,Mid,"Product Management; Product Strategy; Product Development; User Research; Market Research; Requirements Gathering; Product Analytics; Cross-functional Collaboration; Stakeholder Management; Business Acumen; API; REST APIs; GraphQL; Microservices; Cloud Computing; AWS; Azure; GCP; Docker; Kubernetes; Infrastructure as Code; System Design; Architecture; Database Design; SQL; NoSQL; Data Warehousing; ETL; Data Pipeline; Programming; Software Development; Web Development; Mobile Development; Frontend Development; Backend Development; Full Stack Development; Object-Oriented Programming; Functional Programming; Test-Driven Development; Code Review; Version Control; Git; Debugging; Performance Optimization","Bachelor's Degree","Microsoft Office; Google Workspace; Product Management Tools; Analytics Platforms; Project Management Tools; API Development Tools; Cloud Platforms; AWS; Azure; GCP; Docker; Kubernetes; Jenkins; GitHub; GitLab; VS Code; IntelliJ IDEA; PyCharm; WebStorm; Sublime Text; Atom; Vim; Emacs"
Jr Controller Financiero,Financial Analyst,Wetaca,Spain,Unknown,Unknown,Full-time,0-3,Junior,"Financial Analysis; Data Analysis; Data Visualization; Statistical Analysis; Predictive Analytics; Business Intelligence; Data Mining; Data Modeling; Data Governance; A/B Testing; Hypothesis Testing; Quantitative Research; Qualitative Research; Market Research; Sales Analytics; Performance Analysis; Process Optimization; Supply Chain Management; Logistics; Risk Management; Auditing; Document Management; Technical Writing; Training; Mentoring; Coaching; Regulatory Compliance; Quality Assurance; Quality Control","Bachelor's Degree","Microsoft Excel; Microsoft PowerPoint; Microsoft Office; Google Workspace; Data Analytics Tools; Business Intelligence Tools; Financial Analysis Tools; Power BI"
Product Owner - Compliance,Product Owner,Pentasia,Spain,Unknown,Unknown,Full-time,3-5,Mid,"Product Management; Product Strategy; Product Development; User Research; Market Research; Requirements Gathering; Product Analytics; Cross-functional Collaboration; Stakeholder Management; Business Acumen; Regulatory Compliance; Quality Assurance; Quality Control; Process Optimization; Risk Management; Auditing; Document Management; Technical Writing; Training; Mentoring; Coaching; Legal Compliance; Regulatory Affairs; Compliance Management; Risk Analysis; Auditor; Compliance Specialist; Regulatory Compliance Specialist","Bachelor's Degree","Microsoft Office; Google Workspace; Product Management Tools; Analytics Platforms; Project Management Tools; Compliance Management Tools; Legal Research Tools"
Rev-celerator Graduate Programme 2026: Product Owner (UX),Product Owner,Revolut,Spain,Unknown,Unknown,Full-time,0-3,Junior,"Product Management; Product Strategy; Product Development; User Research; Market Research; Requirements Gathering; Product Analytics; Cross-functional Collaboration; Stakeholder Management; Business Acumen; UI/UX Design; User Research; Design Systems; Prototyping; Visual Design; Interaction Design; User-Centered Design; Design Thinking; Information Architecture; Usability Testing; Accessibility Design; Design Systems; Brand Design; Graphic Design; Digital Design","Bachelor's Degree","Microsoft Office; Google Workspace; Product Management Tools; Analytics Platforms; Project Management Tools; Design Tools; Figma; Sketch; Adobe Creative Suite; Prototyping Tools; Design Systems"
Creative Project Manager,Project Manager,Prosana,European Economic Area,Unknown,Unknown,Full-time,3-5,Mid,"Project Management; Agile; Scrum; Kanban; Lean; Six Sigma; Waterfall; SAFe; DevOps; CI/CD; SDLC; Product Lifecycle Management; Cross-functional Collaboration; Stakeholder Management; Communication; Problem Solving; Critical Thinking; Analytical Thinking; Time Management; Organization; Risk Management; Quality Assurance; Quality Control; Process Optimization; Supply Chain Management; Logistics; Healthcare Knowledge; Financial Analysis; Risk Management; Auditing; Document Management; Technical Writing; Training; Mentoring; Coaching; Creative Project Management; Asset Management; Video Production; Content Management; Creative Workflows; Brand Management; Marketing; Digital Marketing; Content Marketing; Social Media Marketing; Email Marketing; SEO; SEM; PPC; Brand Management; Marketing Analytics; Sales; Sales Strategy; Customer Relationship Management; CRM; Lead Generation; Account Management; Business Development","Bachelor's Degree","Microsoft Office; Google Workspace; Project Management Tools; Jira; Confluence; Slack; Teams; Zoom; WebEx; Video Editing Tools; Adobe Creative Suite; Content Management Systems; Asset Management Tools"
Product Owner - PDF,Product Owner,Leadtech Group,Spain,Unknown,Unknown,Full-time,3-5,Mid,"Product Management; Product Strategy; Product Development; User Research; Market Research; Requirements Gathering; Product Analytics; Cross-functional Collaboration; Stakeholder Management; Business Acumen; PDF Technology; Document Management; Technical Writing; Training; Mentoring; Coaching; Regulatory Compliance; Quality Assurance; Quality Control; Process Optimization; Risk Management; Auditing; Document Management; Technical Writing; Training; Mentoring; Coaching","Bachelor's Degree","Microsoft Office; Google Workspace; Product Management Tools; Analytics Platforms; Project Management Tools; PDF Tools; Document Management Systems; Adobe Acrobat; PDF Processing Tools"
Sales And Product Manager,Product Manager,Bending Spoons,Spain,Unknown,Unknown,Full-time,3-5,Mid,"Product Management; Product Strategy; Product Development; User Research; Market Research; Requirements Gathering; Product Analytics; Cross-functional Collaboration; Stakeholder Management; Business Acumen; Sales; Sales Strategy; Customer Relationship Management; CRM; Lead Generation; Account Management; Business Development; Marketing; Digital Marketing; Content Marketing; Social Media Marketing; Email Marketing; SEO; SEM; PPC; Brand Management; Marketing Analytics; Sales Performance; Customer Acquisition; Cross-functional Team Leadership; Product Marketing; Product Development; Leadership; Team Management; Strategic Thinking; Problem Solving; Critical Thinking; Analytical Thinking; Communication; Presentation Skills; Negotiation; Conflict Resolution; Time Management; Organization","Bachelor's Degree","Microsoft Office; Google Workspace; Product Management Tools; Analytics Platforms; Project Management Tools; CRM Systems; Sales Tools; Marketing Analytics Tools"
Business Analyst,Business Analyst,GAMMAUX,Spain,Unknown,Barcelona,Full-time,0-3,Junior,"Business Analysis; Data Analysis; Data Visualization; Statistical Analysis; Predictive Analytics; Business Intelligence; Data Mining; Data Modeling; Data Governance; A/B Testing; Hypothesis Testing; Quantitative Research; Qualitative Research; Market Research; Sales Analytics; Performance Analysis; Process Optimization; Supply Chain Management; Logistics; Financial Analysis; Risk Management; Auditing; Document Management; Technical Writing; Training; Mentoring; Coaching; API; REST APIs; GraphQL; Microservices; Cloud Computing; AWS; Azure; GCP; Docker; Kubernetes; Infrastructure as Code; System Design; Architecture; Database Design; SQL; NoSQL; Data Warehousing; ETL; Data Pipeline; Programming; Software Development; Web Development; Mobile Development; Frontend Development; Backend Development; Full Stack Development; Object-Oriented Programming; Functional Programming; Test-Driven Development; Code Review; Version Control; Git; Debugging; Performance Optimization","Bachelor's Degree","Microsoft Office; Google Workspace; Data Analytics Tools; Business Intelligence Tools; API Development Tools; Cloud Platforms; AWS; Azure; GCP; Docker; Kubernetes; Jenkins; GitHub; GitLab; VS Code; IntelliJ IDEA; PyCharm; WebStorm; Sublime Text; Atom; Vim; Emacs"
UX Designer,UX Designer,DoiT,Spain,Unknown,Unknown,Full-time,3-5,Mid,"UI/UX Design; User Research; Design Systems; Prototyping; Visual Design; Interaction Design; User-Centered Design; Design Thinking; Information Architecture; Usability Testing; Accessibility Design; Design Systems; Brand Design; Graphic Design; Digital Design; Cloud Computing; AWS; Azure; GCP; Docker; Kubernetes; Infrastructure as Code; System Design; Architecture; Database Design; SQL; NoSQL; Data Warehousing; ETL; Data Pipeline; Programming; Software Development; Web Development; Mobile Development; Frontend Development; Backend Development; Full Stack Development; Object-Oriented Programming; Functional Programming; Test-Driven Development; Code Review; Version Control; Git; Debugging; Performance Optimization","Bachelor's Degree","Figma; FigJam; Jira; Adobe Creative Suite; Prototyping Tools; Design Systems; Cloud Platforms; AWS; Azure; GCP; Docker; Kubernetes; Jenkins; GitHub; GitLab; VS Code; IntelliJ IDEA; PyCharm; WebStorm; Sublime Text; Atom; Vim; Emacs"
Quality Assurance Specialist (m/f/d),Quality Assurance Specialist,Speexx,Spain,Unknown,Unknown,Full-time,0-3,Junior,"Quality Assurance; Quality Control; Process Optimization; Risk Management; Auditing; Document Management; Technical Writing; Training; Mentoring; Coaching; Regulatory Compliance; Quality Assurance Specialist; Quality Manager; Quality Analyst; Regulatory Affairs Specialist; Auditor; Risk Analyst; Testing; Manual Testing; Automated Testing; Test Planning; Test Execution; Bug Tracking; Root Cause Analysis; Corrective Actions; Product Testing; Software Testing; Quality Management; Process Improvement; Continuous Improvement; Data Analysis; Data Visualization; Statistical Analysis; Predictive Analytics; Business Intelligence; Data Mining; Data Modeling; Data Governance; A/B Testing; Hypothesis Testing; Quantitative Research; Qualitative Research; Market Research; Sales Analytics; Performance Analysis; Supply Chain Management; Logistics; Healthcare Knowledge; Financial Analysis; Risk Management; Auditing; Document Management; Technical Writing; Training; Mentoring; Coaching","Bachelor's Degree","Microsoft Office; Google Workspace; Quality Assurance Tools; Testing Tools; Bug Tracking Tools; Jira; Confluence; Slack; Teams; Zoom; WebEx; Database Tools; Programming Tools; Excel; PowerPoint; Word; Outlook; Quality Management Systems; Test Management Tools; Automated Testing Tools; Manual Testing Tools; Root Cause Analysis Tools; Corrective Action Tools; Product Testing Tools; Software Testing Tools; Quality Management Tools; Process Improvement Tools; Continuous Improvement Tools; Data Analytics Tools; Business Intelligence Tools"
Social Media Content Creator,Marketing Specialist,Credexia,Spain,Unknown,Unknown,Full-time,0-3,Junior,"Marketing; Digital Marketing; Content Marketing; Social Media Marketing; Email Marketing; SEO; SEM; PPC; Brand Management; Marketing Analytics; Sales; Sales Strategy; Customer Relationship Management; CRM; Lead Generation; Account Management; Business Development; Content Creation; Video Editing; Graphic Design; Digital Design; Brand Design; Visual Design; Interaction Design; User-Centered Design; Design Thinking; Information Architecture; Usability Testing; Accessibility Design; Design Systems; Brand Design; Graphic Design; Digital Design; Video Production; UGC Content; TikTok; Instagram; YouTube; Social Media Management; Community Management; Content Strategy; Creative Direction; Visual Storytelling; Brand Storytelling; Digital Storytelling; Content Marketing; Social Media Marketing; Email Marketing; SEO; SEM; PPC; Brand Management; Marketing Analytics; Sales; Sales Strategy; Customer Relationship Management; CRM; Lead Generation; Account Management; Business Development","Bachelor's Degree","Microsoft Office; Google Workspace; Marketing Analytics Tools; CRM Systems; Video Editing Tools; CapCut; Premiere; Final Cut; Canva; Photoshop; Illustrator; Social Media Management Tools; Content Creation Tools; Graphic Design Tools; Digital Design Tools; Brand Design Tools; Visual Design Tools; Interaction Design Tools; User-Centered Design Tools; Design Thinking Tools; Information Architecture Tools; Usability Testing Tools; Accessibility Design Tools; Design Systems Tools; Brand Design Tools; Graphic Design Tools; Digital Design Tools; Video Production Tools; UGC Content Tools; TikTok; Instagram; YouTube; Social Media Management Tools; Community Management Tools; Content Strategy Tools; Creative Direction Tools; Visual Storytelling Tools; Brand Storytelling Tools; Digital Storytelling Tools; Content Marketing Tools; Social Media Marketing Tools; Email Marketing Tools; SEO Tools; SEM Tools; PPC Tools; Brand Management Tools; Marketing Analytics Tools; Sales Tools; Sales Strategy Tools; Customer Relationship Management Tools; CRM Tools; Lead Generation Tools; Account Management Tools; Business Development Tools"
Product Intern,Product Associate,ZenOwn,Spain,Unknown,Unknown,Full-time,0-3,Junior,"Product Management; Product Strategy; Product Development; User Research; Market Research; Requirements Gathering; Product Analytics; Cross-functional Collaboration; Stakeholder Management; Business Acumen; Data Analysis; Data Visualization; Statistical Analysis; Predictive Analytics; Business Intelligence; Data Mining; Data Modeling; Data Governance; A/B Testing; Hypothesis Testing; Quantitative Research; Qualitative Research; Market Research; Sales Analytics; Performance Analysis; Process Optimization; Supply Chain Management; Logistics; Healthcare Knowledge; Financial Analysis; Risk Management; Auditing; Document Management; Technical Writing; Training; Mentoring; Coaching; API; REST APIs; GraphQL; Microservices; Cloud Computing; AWS; Azure; GCP; Docker; Kubernetes; Infrastructure as Code; System Design; Architecture; Database Design; SQL; NoSQL; Data Warehousing; ETL; Data Pipeline; Programming; Software Development; Web Development; Mobile Development; Frontend Development; Backend Development; Full Stack Development; Object-Oriented Programming; Functional Programming; Test-Driven Development; Code Review; Version Control; Git; Debugging; Performance Optimization","Bachelor's Degree","Microsoft Office; Google Workspace; Product Management Tools; Analytics Platforms; Project Management Tools; API Development Tools; Cloud Platforms; AWS; Azure; GCP; Docker; Kubernetes; Jenkins; GitHub; GitLab; VS Code; IntelliJ IDEA; PyCharm; WebStorm; Sublime Text; Atom; Vim; Emacs; Data Analytics Tools; Business Intelligence Tools"
Auxiliar administrativo I Teletrabajo 100%,Administrative Assistant,Optimissa,Spain,Unknown,Unknown,Full-time,0-3,Junior,"Administrative Support; Document Management; Data Entry; Database Management; Report Generation; File Management; Record Keeping; Correspondence Management; Meeting Coordination; Calendar Management; Travel Arrangements; Expense Management; Invoice Processing; Purchase Order Management; Vendor Management; Contract Management; Compliance Management; Quality Assurance; Quality Control; Process Optimization; Risk Management; Auditing; Document Management; Technical Writing; Training; Mentoring; Coaching; Regulatory Compliance; Quality Assurance; Quality Control; Process Optimization; Supply Chain Management; Logistics; Healthcare Knowledge; Financial Analysis; Risk Management; Auditing; Document Management; Technical Writing; Training; Mentoring; Coaching","Bachelor's Degree","Microsoft Office; Google Workspace; Administrative Tools; Document Management Systems; Database Management Tools; Report Generation Tools; File Management Tools; Record Keeping Tools; Correspondence Management Tools; Meeting Coordination Tools; Calendar Management Tools; Travel Arrangement Tools; Expense Management Tools; Invoice Processing Tools; Purchase Order Management Tools; Vendor Management Tools; Contract Management Tools; Compliance Management Tools; Quality Assurance Tools; Quality Control Tools; Process Optimization Tools; Risk Management Tools; Auditing Tools; Document Management Tools; Technical Writing Tools; Training Tools; Mentoring Tools; Coaching Tools; Regulatory Compliance Tools; Quality Assurance Tools; Quality Control Tools; Process Optimization Tools; Supply Chain Management Tools; Logistics Tools; Healthcare Knowledge Tools; Financial Analysis Tools; Risk Management Tools; Auditing Tools; Document Management Tools; Technical Writing Tools; Training Tools; Mentoring Tools; Coaching Tools"
Product Owner for Apps (Remote) - 1014874595,Product Owner,Leadtech Group,Spain,Unknown,Unknown,Full-time,3-5,Mid,"Product Management; Product Strategy; Product Development; User Research; Market Research; Requirements Gathering; Product Analytics; Cross-functional Collaboration; Stakeholder Management; Business Acumen; Mobile Development; App Development; iOS Development; Android Development; Mobile App Design; Mobile UX; Mobile UI; Mobile Interface Design; Mobile User Experience; Mobile User Interface; Mobile App Strategy; Mobile App Marketing; Mobile App Analytics; Mobile App Testing; Mobile App Quality Assurance; Mobile App Performance; Mobile App Security; Mobile App Compliance; Mobile App Store Optimization; Mobile App Store Marketing; Mobile App Store Analytics; Mobile App Store Testing; Mobile App Store Quality Assurance; Mobile App Store Performance; Mobile App Store Security; Mobile App Store Compliance; A/B Testing; Data Analysis; Data Visualization; Statistical Analysis; Predictive Analytics; Business Intelligence; Data Mining; Data Modeling; Data Governance; A/B Testing; Hypothesis Testing; Quantitative Research; Qualitative Research; Market Research; Sales Analytics; Performance Analysis; Process Optimization; Supply Chain Management; Logistics; Healthcare Knowledge; Financial Analysis; Risk Management; Auditing; Document Management; Technical Writing; Training; Mentoring; Coaching","Bachelor's Degree","Microsoft Office; Google Workspace; Product Management Tools; Analytics Platforms; Project Management Tools; Mobile Development Tools; iOS Development Tools; Android Development Tools; Mobile App Design Tools; Mobile UX Tools; Mobile UI Tools; Mobile Interface Design Tools; Mobile User Experience Tools; Mobile User Interface Tools; Mobile App Strategy Tools; Mobile App Marketing Tools; Mobile App Analytics Tools; Mobile App Testing Tools; Mobile App Quality Assurance Tools; Mobile App Performance Tools; Mobile App Security Tools; Mobile App Compliance Tools; Mobile App Store Optimization Tools; Mobile App Store Marketing Tools; Mobile App Store Analytics Tools; Mobile App Store Testing Tools; Mobile App Store Quality Assurance Tools; Mobile App Store Performance Tools; Mobile App Store Security Tools; Mobile App Store Compliance Tools; A/B Testing Tools; Data Analytics Tools; Business Intelligence Tools"

