title,company,location,description
PMO junior Oficina gestión de proyectos consultoría tecnológica - 100% remoto - Imprescindible Catalán,Minsait,Spain,"About the job Este es el reto 📣 En Minsait, el talento impulsa la transformación. Por eso, buscamos un/a PMO con dos años de experiencia en consultoría tecnológica que quiera formar parte de nuestro equipo en la oficia técnica de proyectos de un importante cliente del sector público. ¿Te apasionaría ser un PMO? ¡Entonces este reto es para ti! Sobre el equipo y su impacto 🤝🏻 Formarás parte del equipo de PMO (Oficina de proyectos) Garantizarás que los objetivos, alcance y necesidades del proyecto esten descritos y son visibles para todos los participantes en el proyecto. Garantizarás que el proyecto esté respaldado por KPIs (indicadores clave de rendimiento). Apoyarás en sesiones de planificación del proyecto, involucrando a todas las partes interesadas. Realizarás seguimiento de la planificación según el progreso del proyecto para cumplir compromisos Coordinarás la colaboración entre equipos internos y, en caso necesario, terceros. Comunicación y Stakeholders Fomentarás la comunicación efectiva con stakeholders manteniéndolas informadas sobre el estado del proyecto. Compartirás de manera regular y transparente información de avance con todas las partes involucradas. Asegurarás la comunicación y reporting de los PMs a los diferentes stakeholders Gestionarás Riesgos y Dependencias, identificando obstáculos y riesgos potenciales Coordinar las dependencias del proyecto, asegurando una gestión eficiente y alineada con los objetivos. Darás apoyo a los PMs en la entrega oportuna de tareas, entregables y materiales del proyecto. Monitorearás y evaluarás constantemente el progreso del proyecto, ajustando el trabajo según sea necesario con el apoyo de los PMs del proyecto. Apoyarás a los PMs en el seguimiento de que los proyectos cumplan con los plazos., velando por la estandarización Operativa de las tareas del equipo Motivos por los que ser un/a #Minsaiter 😎 💪 Entorno humano y retador: • Un equipo diverso, cercano y con enfoque colaborativo. • Cultura de aprendizaje constante e innovación. • Participación activa en proyectos estratégicos en cliente del sector público. 🏡 Conciliación y Flexibilidad: • Flexibilidad horaria y modalidad híbrida/remota. • 32 días laborables de descanso al año. • Jornada intensiva todos los viernes y en verano. 👩 💻 Desarrollo Profesional: • Planes de carrera personalizados según tus intereses y objetivos. • Acceso gratuito a plataformas como UDEMY para formación continua. • Espacios de networking y aprendizaje con equipos técnicos y de RRHH. 💰 Condiciones Competitivas: • Contrato indefinido y salario competitivo según tu perfil. • Seguro de vida. • Acceso a retribución flexible: tarjeta restaurante, guardería, transporte y seguro médico privado. 🤸🏻 ♂️ Bienestar Integral: • Acceso a una red de gimnasios, revisiones médicas, fisioterapia en oficina, talleres de salud y servicios de telemedicina online. Lo que buscamos en ti para ser parte de esta transformación • Experiencia : 2 años como PMO en oficina técnica de proyectos informáticos, en las funciones descritas. • Idiomas: imprescindible Catalan para entender en conversación de toma requerimientos. No es necesario hablarlo. Minsait, technology for a more human future! Nuestro compromiso es promover ambientes de trabajo en los que se trate con respeto y dignidad a las personas, procurando el desarrollo profesional de la plantilla y garantizando la igualdad de oportunidades en su selección, formación y promoción ofreciendo un entorno de trabajo libre de cualquier discriminación por motivo de género, edad, discapacidad, orientación sexual, identidad o expresión de género, religión, etnia, estado civil o cualquier otra circunstancia personal o social."
IT Project Manager,Grupo Casfid,"Valencia, Valencian Community, Spain","About the job IT Project Manager 🚀 ¡Hola! 👋 Somos Casfid, el proveedor global de servicios tecnológicos para eventos número 1 en España y contamos con más de diez años de experiencia aplicando tecnología RFID para mejorar la experiencia de usuario de los asistentes a cualquier tipo de evento (deportivos, musicales o MICE). Nuestros servicios incluyen desde la venta de entradas hasta el control de aforo, control de acceso, acreditaciones y pago cashless. En 2024, nuestra tecnología ha estado presente en más de 520 eventos por toda España: Mad Cool, Festival de les Arts, Medusa Festival, Viñarock, BIGSOUND, Zevra, Sónar o Arenal Sound y otros cientos, y hemos vendido entradas para conciertos de artistas como Marea, Melendi, Lola Índigo o Robe, entre otros. En total, hemos vendido más de 30M de entradas y más de 18M de personas han llevado nuestra pulsera en su muñeca. 🚀 ¿Qué buscamos? 🔍 Un/a profesional altamente motivado/a para unirse al equipo de GRUPO CASFID como Project Manager especializado en el desarrollo de diferentes softwares SaaS. ¿Qué harás? 🚀 Tu día a día estará estrechamente ligado a nuestra plataforma de gestión , así como experiencia en Ticketing, trabajando con equipos de desarrollo y clientes B2B para garantizar una experiencia de usuario óptima y cumplir con los objetivos de negocio. La misión principal de este puesto es liderar el desarrollo y la evolución de las peticiones de nuestros clientes B2B que son promotores de festivales y conciertos, asegurando que las funcionalidades satisfagan las necesidades del mercado y de nuestros clientes. Liderar el desarrollo y evolución del software de gestión de plataformas para eventos (Musicales/Deportivos), asegurando que las funcionalidades y mejoras estén alineadas con las necesidades del mercado actual y los requerimientos específicos de nuestros clientes B2B. Definir y priorizar la hoja de ruta del producto y los requisitos del software en colaboración con los stakeholders, brindando claridad y dirección sobre las prioridades al equipo de desarrollo. Actuar como enlace clave entre los equipos internos y los clientes, entendiendo y traduciendo sus expectativas en requisitos técnicos claros y funcionales. Realizar investigaciones y análisis continuos del mercado y la competencia para identificar oportunidades de mejora, nuevas funcionalidades y asegurar que el software sea innovador y competitivo. Facilitar una comunicación fluida y constante entre los equipos de desarrollo, ventas y soporte para asegurar la alineación con los objetivos del negocio, garantizando una implementación y adopción exitosa del producto. Redactar historias de usuario, tareas y especificaciones funcionales que guíen eficazmente al equipo de desarrollo. Supervisar integralmente el proceso de desarrollo del producto, incluyendo pruebas, lanzamiento y seguimiento post-lanzamiento, garantizando la calidad y usabilidad óptimas del software desde la perspectiva del usuario final. Mantenerse actualizado sobre tendencias del mercado y avances tecnológicos relevantes, para continuar posicionando al producto como líder e innovador en el sector de gestión de eventos. ¿Qué ofrecemos? 🎉 🥗 Lunch Buddies: una vez a la semana, la comida corre por cuenta de la empresa 💰 Declaración de Renta con TaxDown 😎 Payflow para adelantos de nomina 😍 Ausencias pagadas por el día de tu cumpleaños, controles prenatales y clases de preparación al parto para la pareja de la embarazada y en caso de hospitalización o fallecimiento de tu mascota. 🏃🏻‍➡️ Idsports Challenge: apoyamos la participación en retos deportivos 👨🏼‍💻 Flexibilidad en el horario (Hibrido) 🗣️ Actividades en ingles para mejorar tu fluidez 𝗔𝗱𝗲𝗺á𝘀 𝗹𝗼 𝘁í𝗽𝗶𝗰𝗼: 😎 Contrato indefinido. 👨🏼‍🎓 Oportunidades de crecimiento profesional y desarrollo continuo. 🧠 Un ambiente de trabajo dinámico y creativo donde tus ideas cuentan. 🤓 Proyectos desafiantes que te permitirán aprender y seguir evolucionando. 🤝 Un equipo que valora el trabajo en conjunto y la colaboración. Requisitos: Requisitos 🤓 Formación en Ingeniería de Software, Informática o áreas relacionadas. Al menos 5 años de experiencia como Project Manager, preferentemente en entornos de desarrollo de software con enfoque B2B y tecnología SaaS. Experiencia sólida y demostrable como Scrum Master, con dominio en metodologías ágiles (Scrum, Kanban) y herramientas de gestión de proyectos. Excelentes habilidades de comunicación y organización, con capacidad para interactuar eficientemente con diversos departamentos y stakeholders. Fuerte capacidad analítica para interpretar datos, tomar decisiones informadas y resolver problemas de manera proactiva. Interés genuino por la tecnología y compromiso con la mejora continua de productos digitales. Nivel de inglés mínimo B2, valorándose especialmente la experiencia en integraciones bancarias internacionales. Experiencia previa en el sector de eventos musicales, gestión de eventos o ticketing es altamente valorable, incluyendo un entendimiento profundo de las necesidades y expectativas específicas del sector. Experiencia comprobada en la gestión efectiva de equipos multidisciplinarios y habilidades excepcionales de liderazgo. Capacidad de adaptación y flexibilidad para trabajar en entornos dinámicos y en constante evolución. ¡Únete a nosotros! 🚀 Si sientes que encajas con la descripción y estás ready para llevar tu carrera al siguiente nivel, ¡estamos deseando conocerte!"
Project Manager,BrainRocket,"Valencia, Valencian Community, Spain","About the job BrainRocket is a global company creating end-to-end tech products for clients across Fintech, iGaming, and Marketing. Young, ambitious, and unstoppable, we've already taken Cyprus, Malta, Portugal, Poland, and Serbia by storm. Our BRO team consists of 1,300 bright minds creating innovative ideas and products. We don’t follow formats. We shape them. We build what works, launch it fast, and make sure it hits. We're seeking an experienced Project Manager to join our development team. ❗️Important: This is an on-site position based in Valencia. Remote or hybrid work is not available. Candidates must either already be in Valencia or be willing to relocate. Full relocation support will be provided if necessary.❗️ ✅ Requirements: ✔️ At least 3 years of experience in IT; ✔️ Excellent knowledge of Agile methodologies, Scrum & Kanban frameworks is a must; ✔️ Knowledge of Software Development Life Cycle (SDLC); ✔️ Managing team experience; ✔️ Knowledge of Jira, Confluence; ✔️ Advanced verbal communication skills; ✔️ Knowledge of time management; ✔️ Be a decision maker and possess problem-solving skills; ✔️ Proven ability to work at multiple tasks at a time, meet deadlines, prioritize tasks; ✔️ Upper-Intermediate spoken and written English. ✅ Nice to have: ✔️ PMP, PSM or the equivalent certificates. ✅ Responsibilities: ✔️ Managing, monitoring, and forecasting project execution; ✔️ Time and efforts tracking, regular status reporting; ✔️ Development team coordination; ✔️ Project risk management; ✔️ Maintaining project documentation. ✅ We offer excellent benefits, including but not limited to: 🧑🏻 💻 Learning and development opportunities and interesting, challenging tasks. ✈️ Relocation package (tickets, staying in a hotel for up to 2 weeks, and visa relocation support for our employees and their family members). 📚 Opportunity to develop language skills, with partial compensation for the cost of English and Spanish language classes (for localization purposes). 🏥 Private medical coverage. 🏝 Time for proper rest, with 22 non-business days per year and an additional 6 paid sick days. 🤝 Teambuilding activities. Bold moves start here. Make yours. Apply today!"
Project Manager,ISTOBAL Group,"L'Alcúdia, Valencian Community, Spain","About the job En ISTOBAL S.A. Buscamos Project Manager que se encargue de la planificación y gestión de los proyectos, así como la coordinación de los equipos para el desarrollo de nuestros sistemas de lavado de vehículos. Será el principal enlace los diferentes equipos técnicos involucrados en el proyecto. Entre sus principales funciones estarán: Planificar, ejecutar y supervisar los proyectos desde la definición de objetivos, alcances y control de costes de cada proyecto. Colaborar con los diferentes equipos (I+D, Operaciones, Instalación...) para asegurar que la ejecución es correcta facilitando la comunicación entre las áreas implicadas. Coordinar equipos multidisciplinares mediante el uso de metodologías ágiles Gestión de los riesgos del proyecto. Elaborar informes sobre el progreso del proyecto y resultados obtenidos. Documentar todos los procesos y resultados para mejora continua. Para encajar en la posición es importante que aportes: Grado en el ámbito de la Ingeniería. Al menos 2 años de experiencia como Project Manager. Conocimientos en Programas de Gestión de Proyectos. Conocimientos en MS Office. Inglés. Valoraremos muy positivamente si, además aportas: Máster en gestión de proyectos. Conocimientos en Metodologías Ágiles (SCRUM, KANBAN) Manejo de software de gestión de proyectos (DevOps, Jira...) Nivel alto de inglés."
Project Manager,Sopra Steria,"Valencia, Valencian Community, Spain","About the job Porque trabajar en Sopra Steria, también es sentir Sopra Steria Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con cerca de 56.000 empleados/as en casi 30 países y más de 4.000 en España. Nos enfocamos en las personas, en su formación y desarrollo profesional, lo que nos impulsa a crecer y mejorar constantemente. Tenemos pasión por lo digital y al igual que tú, buscamos la mejor de las aventuras. Queremos que tu día a día se convierta en la mejor de tus inspiraciones. Que aprendas, aportes, te diviertas, crezcas y que, sobre todo, disfrutes al máximo. Si quieres formar parte de un equipo ""Great Place to Work"", ¡Sigue leyendo! Buscamos un/a IT Project Manager para liderar y coordinar proyectos tecnológicos en un cliente del sector agroalimentario. La persona seleccionada será responsable de la gestión integral de proyectos, desde la planificación hasta la entrega, asegurando el cumplimiento de plazos, calidad y presupuesto. Responsabilidades: Liderar la planificación, ejecución y seguimiento de proyectos tecnológicos. Coordinar equipos multidisciplinares y gestionar la relación con stakeholders. Identificar riesgos y proponer planes de mitigación. Asegurar la correcta documentación y cumplimiento de estándares de calidad. Impulsar la mejora continua en procesos y herramientas de gestión. ¿Qué buscamos? Experiencia de 3-5 años como Project Manager IT. Conocimientos en sistemas SGA, MES y Dynamics F&O. Certificación vigente en al menos una de las siguientes metodologías: ITIL, Scrum o PMP. Nivel alto de inglés (mínimo B2/C1), tanto oral como escrito. Se valorará experiencia previa en el sector agroalimentario o industrial. ¿Qué ofrecemos? ¿Qué tenemos para ti? Modelo de trabajo presencial en Valencia Contrato indefinido y jornada completa 23 días de vacaciones Formación continua: competencias técnicas, transversales y de idiomas. Contamos con acceso a certificaciones, formaciones de los principales Partners Tecnológicos, plataformas online y ¡mucho más! Seguro de vida y de accidentes Posibilidad de acogerte a nuestra retribución flexible (seguro médico, cheques guarderías, transporte, comida y formación) Acceso a Privilege Club, donde encontrarás descuentos interesantes en las principales marcas Onboarding personalizado y detallado. Te acompañamos en todo momento para que te sientas #soprano desde el primer momento. Oficina con espacios reservados al ocio. ¡Trabajo y diversión unido! Compañerismo y buen ambiente, el poder de la unión lo tenemos presente. Y lo más importante...Tienes la posibilidad de desarrollar tu carrera profesional con nosotros: Crearemos juntos un plan de carrera personalizado. Te formarás, marcaremos objetivos y llevaremos a cabo un seguimiento para asegurarnos de que lo conseguimos juntos. Escuchamos tus prioridades y luchamos por ellas. ¡Aquí tu voz importa! ¡Únete a nosotros y sé parte de algo más! The world is how we shape it Adquirimos el compromiso de respetar la diversidad, creando un ambiente de trabajo inclusivo y aplicando políticas que favorezcan la inclusión y promuevan el respeto social y cultural en cuestiones de género, edad, funcional, orientación sexual y religión con igualdad de oportunidades."
Talent Pool | Project Manager de Obra,QUICKIN,Greater Valencia Metropolitan Area,"About the job 👷‍♀️👷‍♂️ Buscamos a nuestro/a Project Manager de Obra ¿Te emocionan las reformas? ¿Negociás como un/a pro? ¿Y además resuelves problemas como si nada? Entonces... ¡este rol es para tí! 🔥 🧩 ¿Qué buscamos? Alguien con mirada estratégica, obsesión por los detalles, mano firme en la gestión de obras y el superpoder de hacer que las cosas pasen. Si tenés experiencia liderando reformas (aunque no seas arquitectx ni ingenierx), amás los desafíos y sos fan del orden en el caos, te estamos esperando 🛠️🚧 💼 ¿Qué vas a hacer como Project Manager de Obra? 📐 Liderar Proyectos De Reforma Planificar y diseñar la hoja de ruta para cada reforma (¡y cumplirla!). Gestionar varios proyectos en simultáneo, cada uno con su ritmo 🎯. Presentar presupuestos finales antes de cerrar cada trato 💰. Supervisar obras en sitio o a distancia (¡que nada se escape!). Resolver imprevistos como un/a ninja 🥷. Mantener los avances actualizados en tiempo real. Cumplir con plazos, entregas y expectativas. Documentar todo el proceso para que nada quede en el aire 📋. 🤝 Trabajar Mano a Mano Con Reformistas Buscar y fichar a reformistas top 💪. Cerrar acuerdos de colaboración. Hacer reuniones y pruebas previas antes de arrancar. Priorizar proyectos junto a proveedores. Negociar presupuestos con ojo clínico para optimizar márgenes. 🔍 ¿Qué nos gustaría ver en vos? Tenés experiencia gestionando reformas (¡aunque no vengas del mundo técnico!). Sos un/a crack organizando y ejecutando proyectos. No te asustan los desafíos ni los proyectos con mil cosas abiertas a la vez. Tenés habilidades de comunicación y negociación nivel experto/a 🗣️🤝. Sos detallista, con foco en calidad y supervisión de obra 👁️. Amás resolver problemas (y lo hacés rápido). Manejas herramientas de gestión y te llevás bien con el seguimiento digital. ¿Listo/a para construir el futuro del real estate con nosotros? 🏗️ 👉 Aplicá ahora y sumate al equipo."
QA Analyst,VASS,Spain,"About the job ¡Ampliamos nuestro equipo de QA SERVICES! Buscamos un/a profesional QA Analyst con experiencia en pruebas manuales para desarrollar sus tareas de QA dentro de nuestros equipos, que tenga iniciativa y ganas de crecer personal y profesionalmente, para incorporarse de manera estable a nuestros equipos en un proyecto 100% remoto. Se valora positivamente experiencia en proyectos con AEM. Si te interesa participar en el proceso, ¡no lo dudes e inscríbete! VASS es una empresa de soluciones digitales especializada en tecnologías punteras, con presencia en Europa y América. Emoción, cercanía, soluciones innovadoras, proyectos emocionantes, desarrollo profesional, ilusión y compromiso. Si estás interesado en continuar tu carrera profesional, podemos hacerlo posible JUNTOS. Queremos que seas la mejor versión de ti mismo. TU TALENTO, NUESTRO ADN ¡Te damos la bienvenida a tu futuro! SE OFRECE Estupendo ambiente laboral, las personas que componen nuestros equipos lo hacen posible Modelo de trabajo de smartworking con opción de teletrabajo 100%. Formación a medida y posibilidad de participar en gremios y grupos transversales de difusión de conocimientos de todo tipo. Plan de carrera personalizado, para que alcances las metas que te propongas. Estabilidad laboral. Beneficios sociales con nuestra plataforma de retribución flexible y diversas iniciativas de salud y bienestar con nuestro programa VASS Care. ¿Qué buscamos? Profesional preferiblemente formación en las siguientes áreas: Grado en Ingeniería Informática /Telecomunicaciones/de Sistemas/ Electrónica/Máster en Ingeniería Informática/CFGS>DAM/DAW Experiencia en el diseño y ejecucuión de planes de prueba. Valorable experiencia en proyectos con AEM. Necesaria experiencia con gestores de prueba como Jira o ALM. Mínimo 1 año de experiencia como QA Analyst. Inglés medio/alto Responsabilidades laborales: Diseño y ejecución de casos de prueba Gestión de defectos. Revisión de requerimientos Documentación y reportes. Buenas prácticas de QA. ¡Si estás interesado no dudes en aplicar!"
Product Analyst - Integrations Team,Yuno,Spain,"About the job Remote, LATAM , Full Time, Individual Contributor, +2 years of experience Who We Are At Yuno, we are building the payment infrastructure that enables all companies to participate in the global market. Founded by a team of seasoned experts in the payments and IT industries, Yuno provides a high-performance payment orchestrator. Our technology offers companies access to leading payment capabilities, allowing them to engage customers confidently and maintain global business operations with seamless payment integrations worldwide. Shape your future with Yuno! As Product Analyst ambitious and passionate about innovation, joining Yuno will allow you to transform your passion into real high-impact solutions. At Yuno, every role impacts the payment revolution. As a Product Analyst at Yuno, you’ll take ownership of shaping and optimizing our Integrations processes, ensuring. You’ll partner closely with engineering, solution architecture, and product leadership to define integration strategies, uncover new opportunities, and ensure technical solutions meet both immediate and long-term business needs. Beyond gathering insights, you’ll play a key role in setting priorities and driving initiatives that make our integration capabilities more scalable, reliable, and impactful for our customers. 🟣 Your challenge at Yuno Engage in discovery with Yuno’s global network of payment partners, facilitating meetings, understanding documentation and representing Yuno Analyze connectivity options with payment partners and identify the most appropriate integration options and strategies to meet the needs of Yuno merchants Maintain up-to-date feature availability documentation for the partners and APIs that you own Work with engineering colleagues to deliver exceptional, high quality solutions from inception to roll-out Monitor the performance of launched connections and features and provide recommendations for iterative improvements based on data analysis Develop and maintain comprehensive product metrics, dashboards, and reporting to track key performance indicators (KPIs) 🟣 Skills you need Bachelor's degree in a relevant field (Computer Science, Business, Economics, Mathematics, or a related discipline) 1 or more years proven experience in a Product or similar role, preferably in the payments industry or related financial services Strong analytical skills with the ability to derive actionable insights from data Excellent communication skills, including the ability to present complex api analysis in a clear and understandable manner Experience with Agile development methodologies and working in cross-functional teams is a plus Detail-oriented with a strategic mindset and the ability to think critically and creatively to solve complex problems and drive business growth Fluent English 🟣 What we offer at Yuno Competitive Compensation Remote work - You can work from everywhere! Home Office Bonus - We offer a one time allowance to help you create your ideal home office Work equipment Stock options Health Plan wherever you are Flexible Days off Language, Professional and Personal growth courses"
Junior Project Engineer,GRUPO SEGURA,Greater Valencia Metropolitan Area,"About the job SEGURA is an industrial group specialised in the design, development and industrialisation of metal parts and components for the automotive industry, mainly through stamping and welding processes. At the moment 1500 employees are part of the group, distributed in the different plants located in: Almussafes (Spain), Vigo (Spain), Szolnok (Hungary), Treuenbrietzen and Eisenach (Germany) in addition to its headquarters in Paterna (Spain). We have a permanent vacancy for a project engineer with knowledge of German at our offices in Paterna. If you are a recent graduate and speak German, this is your opportunity. MISSION To draw up the project planning and control compliance with the same according to quality, cost and deadline criteria set by Management to ensure satisfactory industrialisation (both internally and externally). MAIN RESPONSIBILITIES: Elaborate the project planning identifying the important milestones and objectives of each one of them. To proactively monitor the project by initiating corrective actions (problem solving), as appropriate, throughout the project, for a successful completion of the project. Track the project through each client's tools (APQP, LiOn, BeOn, ITP) and ensure the completion of the associated project documentation in time to meet the client's requirements. Ensure, with the help of the Launch Process Engineer, compliance with the dates agreed with the external customer during the industrialisation phase of each reference (from pre-series to PSW/N1 approval). Provide support to the client in the production plants and development centres of the client from the prototype and pre-series phases until the start of production or when required by the client. To evaluate your application, the following is essential: - Minimum training in Engineering (Bachelor's or Master's degree). - Demonstrable high level of English and German. - Experience in project management in the industry (internships) will be valued. - Willingness to travel. We offer you to join a project in constant growth, with opportunities for professional development, and possibilities to participate in international projects of the Group. Flexible remuneration plan (medical insurance, restaurant ticket and childcare) Working hours from M to F 07.30 to 16.30 with flexible start times, Fridays from 07:30-14:00 Competitive remuneration, negotiable depending on the candidate's profile. If you feel that you are a person with leadership, resolute, creative, and above all you are passionate about what you do, join the team! At Grupo Segura, equal opportunities is one of our values. Our commitment is to hire the best talent regardless of race, religion, gender, age or other abilities and to promote their professional and personal development."
Project Manager,One Beyond,Spain,"About the job Please keep in mind this job post defines our ideal candidate. Although you don’t match all the requirements, don’t be afraid to apply! ;) Location of this role Spain, UK or Hungary. It’s a remote-first role with the option to go to one of our super nice offices! What we are looking for? We’re looking for an experienced Project Manager to execute the global delivery strategy.Your mission will be ensuring the successful and high-quality delivery of technology solutions to our clients exceeding their expectations, by being the glue between our clients and our teams, fostering collaboration, building strong relationships, and nurturing a culture of excellence. What your main functions will look like Your projects could be commercially structured as fixed price, T&M, support, or augmented and you will be in charge of planning, scheduling, budget tracking, budget forecasting, execution and delivery of software and web projects. You will ensure the successful completion as well as overseeing the team working on the projects. In this position, you will play a critical role in the following areas: Collaborate to successfully meet the strategic KPIs and goals set for the Delivery department (e.g. CSAT score, etc.). Manage client needs and expectations, fostering positive relationships, and delivering exceptional client satisfaction. Own the delivery of several engagements, managing scope, schedule, risks, and issues to ensure delivery is aligned with our contractual commitments. Ensure roadmaps are prioritized to guarantee that delivery teams deliver continuous releases and meet established deadlines. Monitor client engagements with appropriate delivery reporting metrics (e.g. health checks, risks log, etc.), taking actions proactively based on this information. Review new contracts or scope of work extensions. Have a constant overview of the budget of the engagements you manage, creating and monitoring billing plans to understand the actual VS planned revenue and take actions proactively as needed. This will also include budget forecasting in relation to the completion of the project, where appropriate. Review and approve the timesheets, to ensure your clients are invoiced accurately by Finance. Manage staffing needs, ensuring early visibility and effective planning for changes on capacity, budget, and opportunities related to the engagements you are managing. Collaborate with presales activities when required (e.g. providing advice, presenting our ways of working and previous experience to a client, etc.) Support the onboarding process of new employees who join the company and the engagement you are managing. Foster the team's motivation and engagement, promoting a culture of empowerment, feedback, and collaboration. Support the mentors, line managers and mentees that are part of the delivery teams you manage, providing guidance and fostering key performance management activities (e.g. 1on1, goals management, etc.). Minimum qualifications At least 5 years of experience in a Project Management role. Strong communication & active listening skills in English. Ability to successfully take both agile and waterfall approaches as needed, depending on the nature of the project and contract. Effective budget, risks, and issues management skills, with a high level of proactivity and adaptability to solve problems and make sound decisions. Orientation to results & client satisfaction, with solid planning & time management abilities that enable proper expectations management and delivering on our word. Ability to foster collaborative environments that empower employees, build strong relationships, encourage candid feedback, and recognize achievements. What One Beyond is committed to providing to you! Attractive benefits package applies"
Project Manager,Confidential Co,EMEA,"About the job Project Manager | Full-Time | Remote (EMEA Region) We are a trusted recruitment partner, committed to connecting outstanding professionals with leading global organizations. On behalf of a well-established software holding company, we are seeking a skilled and driven Project Manager to oversee and deliver key initiatives across its diverse portfolio. This is a full-time remote opportunity, open to candidates located within the EMEA region. About the Role As a Project Manager, you will play a central role in leading cross-functional teams, driving execution, and ensuring successful delivery of projects across the company’s software operations. You will manage project lifecycles end-to-end, from planning and resource allocation to execution, risk management, and stakeholder communication. This role requires a highly organized professional with excellent leadership and problem-solving skills, capable of thriving in a dynamic, fast-paced environment. Key Responsibilities Plan, manage, and oversee software projects from initiation to completion. Define project scope, objectives, deliverables, and timelines in alignment with business goals. Coordinate cross-functional teams to ensure milestones and deadlines are met. Monitor project progress, identify risks, and implement effective mitigation strategies. Manage stakeholder communication, providing regular updates and reports on project status. Ensure adherence to quality standards, compliance, and best practices in project execution. Drive continuous improvement by analyzing project outcomes and implementing lessons learned. Qualifications Bachelor’s degree in Computer Science, Engineering, Business, or a related field (PMP, PRINCE2, or Agile certification is a plus). 5+ years of experience in project management, preferably within the software or technology sector. Strong knowledge of project management methodologies (Agile, Scrum, or Waterfall). Proven ability to manage budgets, resources, and timelines effectively. Excellent communication, leadership, and interpersonal skills. Ability to work independently and collaboratively in a remote, distributed team environment. Fluency in English is required; additional languages are an advantage. What’s Offered Full-time remote position open across the EMEA region. Competitive salary package with performance-based incentives. Opportunity to work on diverse projects within a global software holding company. Professional growth and career development pathways. Inclusive, collaborative, and innovative work culture. Apply Now If you are an experienced project leader eager to drive impact within a global software environment, we encourage you to apply today."
Project Manager,Vortex Aquatic Structures International,"Valencia, Valencian Community, Spain","About the job The Project Manager works with our internal team, distributors, contractors, and end clients to ensure the proper execution of installations and commissioning, as well as client training and general troubleshooting both onsite and remotely. Responsibilities: Project Management Manage installations from several weeks before work begins until project completion, acting as the main point of contact with the client/contractor/subcontractor team. Build and maintain relationships with subcontractors, site supervisors, and clients to ensure adherence to installation methodology, commissioning, and training protocols. On-site Technical Support Must be available to travel to project sites across Spain, with occasional travel within Europe. Coordinate subcontractors and Vortex’s own installation team to ensure equipment is installed according to Vortex's quality standards. Hold site meetings and make on-the-ground decisions with the site supervisor or client. Document installation progress and complete a final report on the technical support provided. Conduct thorough site inspections prior to system activation. Provide comprehensive training to operators on initial system start-up and shutdown procedures. Obtain client sign-off on completed projects. Provide feedback and potential solutions to the product development team regarding recurring issues. Communicate with the remote technical support team to request necessary spare/additional parts. Remote Technical Support (phone, email) – when not on-site Respond to and resolve client (distributor, contractor, or end client) inquiries via phone or email. Log calls and reports in the appropriate system. Assess whether an on-site visit is necessary. Follow up with the internal design team and discuss possible solutions. Other Duties Assist in training clients and certified installers, including developing materials, scheduling, and facilitating sessions. Participate in continuous improvement of internal processes. Help create user guides and maintenance manuals. Requirements: Willingness to travel throughout Spain and occasionally within Europe. Degree in Mechanical Engineering. Solid general knowledge of construction, with a focus on plumbing, civil works, and electrical systems. Ability to read and produce technical drawings (AutoCAD). Ability to interact with contractors and clients. Ability to train others on technical matters. Strong communication skills and problem-solving skills. Project management skills. Strong time management and prioritization abilities. Ability to work across different business cultures. Well-developed interpersonal skills. Positive, team-oriented attitude. Computer literacy. Safety-oriented. Fluent in spoken and written English (mandatory)."
